,x,y,z
0,0.0,2.0,0.0
1,0.0,2.0,0.0
2,0.0,-2.0,0.0
3,0.0,-2.0,0.0
4,0.0,2.0,0.0
5,0.0,2.0,0.0
6,0.0,-2.0,0.0
7,0.0,-2.0,0.0
8,0.0,1.997498435543818,0.1
9,0.0,1.997498435543818,-0.1
10,0.0,-1.997498435543818,0.1
11,0.0,-1.997498435543818,-0.1
12,0.0,1.997498435543818,0.1
13,0.0,1.997498435543818,-0.1
14,0.0,-1.997498435543818,0.1
15,0.0,-1.997498435543818,-0.1
16,0.0,1.98997487421324,0.2
17,0.0,1.98997487421324,-0.2
18,0.0,-1.98997487421324,0.2
19,0.0,-1.98997487421324,-0.2
20,0.0,1.98997487421324,0.2
21,0.0,1.98997487421324,-0.2
22,0.0,-1.98997487421324,0.2
23,0.0,-1.98997487421324,-0.2
24,0.0,1.977371993328519,0.3
25,0.0,1.977371993328519,-0.3
26,0.0,-1.977371993328519,0.3
27,0.0,-1.977371993328519,-0.3
28,0.0,1.977371993328519,0.3
29,0.0,1.977371993328519,-0.3
30,0.0,-1.977371993328519,0.3
31,0.0,-1.977371993328519,-0.3
32,0.0,1.9595917942265424,0.4
33,0.0,1.9595917942265424,-0.4
34,0.0,-1.9595917942265424,0.4
35,0.0,-1.9595917942265424,-0.4
36,0.0,1.9595917942265424,0.4
37,0.0,1.9595917942265424,-0.4
38,0.0,-1.9595917942265424,0.4
39,0.0,-1.9595917942265424,-0.4
40,0.0,1.9364916731037085,0.5
41,0.0,1.9364916731037085,-0.5
42,0.0,-1.9364916731037085,0.5
43,0.0,-1.9364916731037085,-0.5
44,0.0,1.9364916731037085,0.5
45,0.0,1.9364916731037085,-0.5
46,0.0,-1.9364916731037085,0.5
47,0.0,-1.9364916731037085,-0.5
48,0.0,1.9078784028338913,0.6
49,0.0,1.9078784028338913,-0.6
50,0.0,-1.9078784028338913,0.6
51,0.0,-1.9078784028338913,-0.6
52,0.0,1.9078784028338913,0.6
53,0.0,1.9078784028338913,-0.6
54,0.0,-1.9078784028338913,0.6
55,0.0,-1.9078784028338913,-0.6
56,0.0,1.8734993995195195,0.7
57,0.0,1.8734993995195195,-0.7
58,0.0,-1.8734993995195195,0.7
59,0.0,-1.8734993995195195,-0.7
60,0.0,1.8734993995195195,0.7
61,0.0,1.8734993995195195,-0.7
62,0.0,-1.8734993995195195,0.7
63,0.0,-1.8734993995195195,-0.7
64,0.0,1.833030277982336,0.8
65,0.0,1.833030277982336,-0.8
66,0.0,-1.833030277982336,0.8
67,0.0,-1.833030277982336,-0.8
68,0.0,1.833030277982336,0.8
69,0.0,1.833030277982336,-0.8
70,0.0,-1.833030277982336,0.8
71,0.0,-1.833030277982336,-0.8
72,0.0,1.786057109949175,0.9
73,0.0,1.786057109949175,-0.9
74,0.0,-1.786057109949175,0.9
75,0.0,-1.786057109949175,-0.9
76,0.0,1.786057109949175,0.9
77,0.0,1.786057109949175,-0.9
78,0.0,-1.786057109949175,0.9
79,0.0,-1.786057109949175,-0.9
80,0.0,1.7320508075688772,1.0
81,0.0,1.7320508075688772,-1.0
82,0.0,-1.7320508075688772,1.0
83,0.0,-1.7320508075688772,-1.0
84,0.0,1.7320508075688772,1.0
85,0.0,1.7320508075688772,-1.0
86,0.0,-1.7320508075688772,1.0
87,0.0,-1.7320508075688772,-1.0
88,0.0,1.6703293088490065,1.1
89,0.0,1.6703293088490065,-1.1
90,0.0,-1.6703293088490065,1.1
91,0.0,-1.6703293088490065,-1.1
92,0.0,1.6703293088490065,1.1
93,0.0,1.6703293088490065,-1.1
94,0.0,-1.6703293088490065,1.1
95,0.0,-1.6703293088490065,-1.1
96,0.0,1.6,1.2
97,0.0,1.6,-1.2
98,0.0,-1.6,1.2
99,0.0,-1.6,-1.2
100,0.0,1.6,1.2
101,0.0,1.6,-1.2
102,0.0,-1.6,1.2
103,0.0,-1.6,-1.2
104,0.0,1.5198684153570663,1.3
105,0.0,1.5198684153570663,-1.3
106,0.0,-1.5198684153570663,1.3
107,0.0,-1.5198684153570663,-1.3
108,0.0,1.5198684153570663,1.3
109,0.0,1.5198684153570663,-1.3
110,0.0,-1.5198684153570663,1.3
111,0.0,-1.5198684153570663,-1.3
112,0.0,1.42828568570857,1.4
113,0.0,1.42828568570857,-1.4
114,0.0,-1.42828568570857,1.4
115,0.0,-1.42828568570857,-1.4
116,0.0,1.42828568570857,1.4
117,0.0,1.42828568570857,-1.4
118,0.0,-1.42828568570857,1.4
119,0.0,-1.42828568570857,-1.4
120,0.0,1.3228756555322954,1.5
121,0.0,1.3228756555322954,-1.5
122,0.0,-1.3228756555322954,1.5
123,0.0,-1.3228756555322954,-1.5
124,0.0,1.3228756555322954,1.5
125,0.0,1.3228756555322954,-1.5
126,0.0,-1.3228756555322954,1.5
127,0.0,-1.3228756555322954,-1.5
128,0.0,1.1999999999999997,1.6
129,0.0,1.1999999999999997,-1.6
130,0.0,-1.1999999999999997,1.6
131,0.0,-1.1999999999999997,-1.6
132,0.0,1.1999999999999997,1.6
133,0.0,1.1999999999999997,-1.6
134,0.0,-1.1999999999999997,1.6
135,0.0,-1.1999999999999997,-1.6
136,0.0,1.053565375285274,1.7
137,0.0,1.053565375285274,-1.7
138,0.0,-1.053565375285274,1.7
139,0.0,-1.053565375285274,-1.7
140,0.0,1.053565375285274,1.7
141,0.0,1.053565375285274,-1.7
142,0.0,-1.053565375285274,1.7
143,0.0,-1.053565375285274,-1.7
144,0.0,0.8717797887081346,1.8
145,0.0,0.8717797887081346,-1.8
146,0.0,-0.8717797887081346,1.8
147,0.0,-0.8717797887081346,-1.8
148,0.0,0.8717797887081346,1.8
149,0.0,0.8717797887081346,-1.8
150,0.0,-0.8717797887081346,1.8
151,0.0,-0.8717797887081346,-1.8
