,x,y,z
0,0.0,2.0,0.0
1,0.0,2.0,0.0
2,0.0,-2.0,0.0
3,0.0,-2.0,0.0
4,0.0,2.0,0.0
5,0.0,2.0,0.0
6,0.0,-2.0,0.0
7,0.0,-2.0,0.0
8,0.0,1.9979328159850827,0.09090909090909091
9,0.0,1.9979328159850827,-0.09090909090909091
10,0.0,-1.9979328159850827,0.09090909090909091
11,0.0,-1.9979328159850827,-0.09090909090909091
12,0.0,1.9979328159850827,0.09090909090909091
13,0.0,1.9979328159850827,-0.09090909090909091
14,0.0,-1.9979328159850827,0.09090909090909091
15,0.0,-1.9979328159850827,-0.09090909090909091
16,0.0,1.9917183909278768,0.18181818181818182
17,0.0,1.9917183909278768,-0.18181818181818182
18,0.0,-1.9917183909278768,0.18181818181818182
19,0.0,-1.9917183909278768,-0.18181818181818182
20,0.0,1.9917183909278768,0.18181818181818182
21,0.0,1.9917183909278768,-0.18181818181818182
22,0.0,-1.9917183909278768,0.18181818181818182
23,0.0,-1.9917183909278768,-0.18181818181818182
24,0.0,1.981317701609397,0.2727272727272727
25,0.0,1.981317701609397,-0.2727272727272727
26,0.0,-1.981317701609397,0.2727272727272727
27,0.0,-1.981317701609397,-0.2727272727272727
28,0.0,1.981317701609397,0.2727272727272727
29,0.0,1.981317701609397,-0.2727272727272727
30,0.0,-1.981317701609397,0.2727272727272727
31,0.0,-1.981317701609397,-0.2727272727272727
32,0.0,1.966664332071267,0.36363636363636365
33,0.0,1.966664332071267,-0.36363636363636365
34,0.0,-1.966664332071267,0.36363636363636365
35,0.0,-1.966664332071267,-0.36363636363636365
36,0.0,1.966664332071267,0.36363636363636365
37,0.0,1.966664332071267,-0.36363636363636365
38,0.0,-1.966664332071267,0.36363636363636365
39,0.0,-1.966664332071267,-0.36363636363636365
40,0.0,1.9476622986935046,0.45454545454545453
41,0.0,1.9476622986935046,-0.45454545454545453
42,0.0,-1.9476622986935046,0.45454545454545453
43,0.0,-1.9476622986935046,-0.45454545454545453
44,0.0,1.9476622986935046,0.45454545454545453
45,0.0,1.9476622986935046,-0.45454545454545453
46,0.0,-1.9476622986935046,0.45454545454545453
47,0.0,-1.9476622986935046,-0.45454545454545453
48,0.0,1.9241827716833386,0.5454545454545454
49,0.0,1.9241827716833386,-0.5454545454545454
50,0.0,-1.9241827716833386,0.5454545454545454
51,0.0,-1.9241827716833386,-0.5454545454545454
52,0.0,1.9241827716833386,0.5454545454545454
53,0.0,1.9241827716833386,-0.5454545454545454
54,0.0,-1.9241827716833386,0.5454545454545454
55,0.0,-1.9241827716833386,-0.5454545454545454
56,0.0,1.8960594195103826,0.6363636363636364
57,0.0,1.8960594195103826,-0.6363636363636364
58,0.0,-1.8960594195103826,0.6363636363636364
59,0.0,-1.8960594195103826,-0.6363636363636364
60,0.0,1.8960594195103826,0.6363636363636364
61,0.0,1.8960594195103826,-0.6363636363636364
62,0.0,-1.8960594195103826,0.6363636363636364
63,0.0,-1.8960594195103826,-0.6363636363636364
64,0.0,1.8630819574471997,0.7272727272727273
65,0.0,1.8630819574471997,-0.7272727272727273
66,0.0,-1.8630819574471997,0.7272727272727273
67,0.0,-1.8630819574471997,-0.7272727272727273
68,0.0,1.8630819574471997,0.7272727272727273
69,0.0,1.8630819574471997,-0.7272727272727273
70,0.0,-1.8630819574471997,0.7272727272727273
71,0.0,-1.8630819574471997,-0.7272727272727273
72,0.0,1.8249872636258846,0.8181818181818182
73,0.0,1.8249872636258846,-0.8181818181818182
74,0.0,-1.8249872636258846,0.8181818181818182
75,0.0,-1.8249872636258846,-0.8181818181818182
76,0.0,1.8249872636258846,0.8181818181818182
77,0.0,1.8249872636258846,-0.8181818181818182
78,0.0,-1.8249872636258846,0.8181818181818182
79,0.0,-1.8249872636258846,-0.8181818181818182
80,0.0,1.7814470856604931,0.9090909090909091
81,0.0,1.7814470856604931,-0.9090909090909091
82,0.0,-1.7814470856604931,0.9090909090909091
83,0.0,-1.7814470856604931,-0.9090909090909091
84,0.0,1.7814470856604931,0.9090909090909091
85,0.0,1.7814470856604931,-0.9090909090909091
86,0.0,-1.7814470856604931,0.9090909090909091
87,0.0,-1.7814470856604931,-0.9090909090909091
88,0.0,1.7320508075688772,1.0
89,0.0,1.7320508075688772,-1.0
90,0.0,-1.7320508075688772,1.0
91,0.0,-1.7320508075688772,-1.0
92,0.0,1.7320508075688772,1.0
93,0.0,1.7320508075688772,-1.0
94,0.0,-1.7320508075688772,1.0
95,0.0,-1.7320508075688772,-1.0
96,0.0,1.6762808104168887,1.0909090909090908
97,0.0,1.6762808104168887,-1.0909090909090908
98,0.0,-1.6762808104168887,1.0909090909090908
99,0.0,-1.6762808104168887,-1.0909090909090908
100,0.0,1.6762808104168887,1.0909090909090908
101,0.0,1.6762808104168887,-1.0909090909090908
102,0.0,-1.6762808104168887,1.0909090909090908
103,0.0,-1.6762808104168887,-1.0909090909090908
104,0.0,1.6134763044817133,1.1818181818181819
105,0.0,1.6134763044817133,-1.1818181818181819
106,0.0,-1.6134763044817133,1.1818181818181819
107,0.0,-1.6134763044817133,-1.1818181818181819
108,0.0,1.6134763044817133,1.1818181818181819
109,0.0,1.6134763044817133,-1.1818181818181819
110,0.0,-1.6134763044817133,1.1818181818181819
111,0.0,-1.6134763044817133,-1.1818181818181819
112,0.0,1.5427784316797402,1.2727272727272727
113,0.0,1.5427784316797402,-1.2727272727272727
114,0.0,-1.5427784316797402,1.2727272727272727
115,0.0,-1.5427784316797402,-1.2727272727272727
116,0.0,1.5427784316797402,1.2727272727272727
117,0.0,1.5427784316797402,-1.2727272727272727
118,0.0,-1.5427784316797402,1.2727272727272727
119,0.0,-1.5427784316797402,-1.2727272727272727
120,0.0,1.4630433581300983,1.3636363636363635
121,0.0,1.4630433581300983,-1.3636363636363635
