,0
108,0.9941508939793797
109,0.9940417496262418
110,0.9939315871829408
111,0.993820406310919
112,0.9937082066683358
113,0.9935949879100638
114,0.9934807496876826
115,0.9933654916494734
116,0.9932492134404134
117,0.9931319147021709
118,0.9930135950730986
119,0.9928942541882293
120,0.9927738916792685
121,0.9926525071745903
122,0.9925301002992302
123,0.9924066706748802
124,0.9922822179198819
125,0.9921567416492215
126,0.9920302414745228
127,0.9919027170040418
128,0.9917741678426597
129,0.9916445935918775
130,0.9915139938498094
131,0.9913823682111761
132,0.9912497162672986
133,0.9911160376060918
134,0.9909813318120579
135,0.9908455984662797
136,0.9907088371464141
137,0.9905710474266851
138,0.9904322288778774
139,0.990292381067329
140,0.9901515035589251
141,0.9900095959130901
142,0.9898666576867816
143,0.9897226884334824
144,0.989577687703194
145,0.9894316550424289
146,0.9892845899942039
147,0.9891364920980319
148,0.9889873608899155
149,0.9888371959023387
150,0.9886859966642595
151,0.9885337627011027
152,0.988380493534752
153,0.9882261886835422
154,0.9880708476622514
155,0.9879144699820932
156,0.9877570551507086
157,0.9875986026721585
158,0.987439112046915
159,0.9872785827718538
160,0.9871170143402453
161,0.9869544062417474
162,0.986790757962396
163,0.9866260689845977
164,0.9864603387871203
165,0.9862935668450848
166,0.9861257526299574
167,0.9859568956095394
168,0.9857869952479592
169,0.9856160510056642
170,0.9854440623394105
171,0.9852710287022551
172,0.9850969495435462
173,0.9849218243089144
174,0.9847456524402634
175,0.9845684333757608
176,0.9843901665498289
177,0.9842108513931351
178,0.9840304873325826
179,0.9838490737913006
180,0.983666610188635
181,0.9834830959401386
182,0.9832985304575614
183,0.9831129131488408
184,0.9829262434180909
185,0.982738520665594
186,0.9825497442877893
187,0.9823599136772632
188,0.9821690282227392
189,0.9819770873090675
190,0.9817840903172143
191,0.9815900366242518
192,0.9813949256033475
193,0.9811987566237536
194,0.9810015290507961
195,0.9808032422458646
196,0.9806038955664005
197,0.9804034883658871
198,0.9802020199938378
199,0.9799994897957855
200,0.9797958971132712
201,0.9795912412838326
202,0.979385521640993
203,0.9791787375142497
204,0.9789708882290628
205,0.9787619731068428
206,0.97855199146494
207,0.978340942616632
208,0.9781288258711119
209,0.9779156405334767
210,0.9777013859047148
211,0.9774860612816941
212,0.9772696659571503
213,0.9770521992196732
214,0.9768336603536961
215,0.9766140486394818
216,0.9763933633531109
217,0.9761716037664689
218,0.9759487691472335
219,0.9757248587588614
220,0.9754998718605759
221,0.9752738077073535
222,0.975046665549911
223,0.9748184446346919
224,0.9745891442038538
225,0.9743587634952539
226,0.9741273017424366
227,0.9738947581746192
228,0.9736611320166786
229,0.9734264224891371
230,0.9731906288081488
231,0.9729537501854855
232,0.9727157858285225
233,0.9724767349402247
234,0.9722365967191319
235,0.9719953703593449
236,0.9717530550505102
237,0.9715096499778064
238,0.9712651543219287
239,0.9710195672590743
240,0.9707728879609278
241,0.9705251155946455
242,0.9702762493228411
243,0.9700262883035696
244,0.9697752316903129
245,0.9695230786319633
246,0.9692698282728086
247,0.9690154797525167
248,0.9687600322061186
249,0.9685034847639941
250,0.9682458365518543
251,0.9679870866907265
252,0.9677272342969376
253,0.9674662784820978
254,0.9672042183530839
255,0.966941053012023
256,0.9666767815562759
257,0.9664114030784198
258,0.9661449166662318
259,0.9658773214026718
260,0.9656086163658649
261,0.9653388006290848
262,0.965067873260736
263,0.964795833324336
264,0.9645226798784983
265,0.9642484119769138
266,0.9639730286683337
267,0.9636965289965509
268,0.9634189120003821
269,0.9631401767136495
270,0.9628603221651623
271,0.9625793473786979
272,0.962297251372984
273,0.962014033161679
274,0.9617296917533533
275,0.9614442261514705
276,0.9611576353543678
277,0.960869918355237
278,0.9605810741421049
279,0.9602911016978133
280,0.96
281,0.9597077680210784
282,0.9594144047282176
283,0.9591199090833221
284,0.9588242800430118
285,0.9585275165586015
286,0.9582296175760797
287,0.9579305820360888
288,0.9576304088739037
289,0.9573290970194106
290,0.9570266453970862
291,0.956723052925976
292,0.9564183185196737
293,0.9561124410862982
294,0.9558054195284729
295,0.9554972527433033
296,0.9551879396223552
297,0.954877479051632
298,0.954565869911553
299,0.9542531110769301
300,0.9539392014169457
301,0.9536241397951292
302,0.9533079250693345
303,0.952990556091717
304,0.9526720317087093
305,0.9523523507609986
306,0.9520315120835023
307,0.9517095145053452
308,0.9513863568498342
309,0.9510620379344347
310,0.9507365565707464
311,0.9504099115644786
312,0.9500821017154254
313,0.9497531258174411
314,0.9494229826584145
315,0.9490916710202445
316,0.9487591896788141
317,0.9484255374039652
318,0.948090712959472
319,0.9477547151030166
320,0.9474175425861608
321,0.9470791941543221
322,0.9467396685467447
323,0.9463989644964749
324,0.9460570807303331
325,0.9457140159688869
326,0.9453697689264238
327,0.9450243383109241
328,0.9446777228240327
329,0.9443299211610315
330,0.9439809320108113
331,0.9436307540558436
332,0.943279385972152
333,0.9429268264292834
334,0.9425730740902798
335,0.9422181276116481
336,0.9418619856433319
337,0.9415046468286813
338,0.9411461098044235
339,0.9407863732006326
340,0.9404254356406998
341,0.9400632957413028
342,0.9396999521123751
343,0.9393354033570757
344,0.9389696480717574
345,0.9386026848459363
346,0.9382345122622595
347,0.9378651288964741
348,0.9374945333173949
349,0.9371227240868721
350,0.9367496997597597
351,0.9363754588838816
352,0.9359999999999999
353,0.9356233216417812
354,0.9352454223357631
355,0.9348663006013214
356,0.9344859549506349
357,0.934104383888653
358,0.9337215859130601
359,0.9333375595142414
360,0.9329523031752481
361,0.9325658153717624
362,0.9321780945720619
363,0.9317891392369843
364,0.931398947819891
365,0.9310075187666317
366,0.9306148505155073
367,0.9302209414972338
368,0.9298257901349047
369,0.9294293948439548
370,0.9290317540321213
371,0.9286328660994074
372,0.9282327294380435
373,0.9278313424324488
374,0.9274287034591931
375,0.9270248108869579
376,0.9266196630764966
377,0.9262132583805956
378,0.9258055951440345
379,0.9253966717035457
380,0.9249864863877743
381,0.9245750375172369
382,0.9241623234042816
383,0.9237483423530459
384,0.9233330926594151
385,0.9229165726109809
386,0.9224987804869987
387,0.9220797145583455
388,0.9216593730874764
389,0.9212377543283818
390,0.920814856526544
391,0.9203906779188933
392,0.9199652167337632
393,0.919538471190847
394,0.9191104395011516
395,0.9186811198669537
396,0.918250510481753
397,0.9178186095302274
398,0.9173854151881858
399,0.916950925622522
400,0.9165151389911681
401,0.9160780534430459
402,0.9156396671180208
403,0.9151999781468528
404,0.9147589846511484
405,0.9143166847433115
406,0.9138730765264945
407,0.9134281580945488
408,0.9129819275319748
409,0.9125343829138713
410,0.9120855223058856
411,0.911635343764161
412,0.9111838453352868
413,0.9107310250562457
414,0.9102768809543611
415,0.909821411047245
416,0.909364613342745
417,0.9089064858388898
418,0.9084470265238365
419,0.9079862333758151
420,0.9075241043630742
421,0.907060637443826
422,0.9065958305661901
423,0.9061296816681373
424,0.905662188677434
425,0.9051933495115836
426,0.9047231620777706
427,0.9042516242728016
428,0.9037787339830474
429,0.903304489084384
430,0.9028288874421332
431,0.902351926911003
432,0.9018736053350269
433,0.901393920547504
434,0.9009128703709366
435,0.9004304526169692
436,0.899946665086326
437,0.8994615055687486
438,0.8989749718429318
439,0.8984870616764606
440,0.8979977728257459
441,0.8975071030359593
442,0.8970150500409678
443,0.8965216115632685
444,0.8960267853139213
445,0.8955305689924828
446,0.8950329602869382
447,0.8945339568736337
448,0.8940335564172074
449,0.8935317565705205
450,0.8930285549745876
451,0.892523949258506
452,0.8920179370393848
453,0.8915105159222745
454,0.8910016835000931
455,0.8904914373535547
456,0.8899797750510963
457,0.8894666941488029
458,0.8889521921903337
459,0.8884362667068472
460,0.8879189152169246
461,0.8874001352264941
462,0.8868799242287537
463,0.8863582797040934
464,0.885835199120017
465,0.8853106799310624
466,0.8847847195787233
467,0.8842573154913677
468,0.883728465084157
469,0.8831981657589649
470,0.8826664149042944
471,0.882133209895195
472,0.8815985480931783
473,0.8810624268461344
474,0.880524843488246
475,0.8799857953399021
476,0.8794452797076121
477,0.8789032938839176
478,0.8783598351473045
479,0.877814900762114
480,0.8772684879784524
481,0.876720594032101
482,0.8761712161444246
483,0.8756203515222793
484,0.8750679973579196
485,0.8745141508289045
486,0.8739588090980033
487,0.8734019693130993
488,0.8728436286070949
489,0.872283784097813
490,0.8717224328879004
491,0.871159572064728
492,0.8705951987002916
493,0.8700293098511107
494,0.8694619025581282
495,0.8688929738466068
496,0.8683225207260261
497,0.8677505401899788
498,0.867177029216065
499,0.8666019847657862
500,0.8660254037844386
501,0.8654472832010046
502,0.8648676199280443
503,0.8642864108615848
504,0.8637036528810099
505,0.8631193428489481
506,0.8625334776111592
507,0.8619460539964203
508,0.8613570688164113
509,0.8607665188655982
510,0.8601744009211155
511,0.8595807117426496
512,0.8589854480723175
513,0.8583886066345475
514,0.8577901841359575
515,0.8571901772652321
516,0.8565885826929985
517,0.8559853970717024
518,0.8553806170354809
519,0.8547742392000358
520,0.854166260162505
521,0.8535566765013323
522,0.8529454847761373
523,0.8523326815275829
524,0.8517182632772413
525,0.85110222652746
526,0.8504845677612264
527,0.8498652834420288
528,0.84924437001372
529,0.8486218239003755
530,0.8479976415061542
531,0.8473718192151543
532,0.8467443533912701
533,0.8461152403780469
534,0.845484476498534
535,0.8448520580551366
536,0.8442179813294668
537,0.8435822425821918
538,0.8429448380528823
539,0.842305763959858
540,0.8416650165000326
541,0.8410225918487565
542,0.8403784861596589
543,0.8397326955644874
544,0.8390852161729463
545,0.838436044072534
546,0.8377851753283774
547,0.8371326059830664
548,0.8364783320564855
549,0.8358223495456436
550,0.8351646544245033
551,0.8345052426438074
552,0.8338441101309045
553,0.8331812527895716
554,0.8325166664998366
555,0.8318503471177974
556,0.8311822904754407
557,0.8305124923804579
558,0.8298409486160586
559,0.8291676549407846
560,0.8284926070883193
561,0.8278158007672963
562,0.8271372316611071
563,0.8264568954277046
564,0.8257747876994066
565,0.8250909040826956
566,0.8244052401580184
567,0.823717791479582
568,0.8230285535751478
569,0.8223375219458249
570,0.8216446920658589
571,0.8209500593824207
572,0.8202536193153921
573,0.8195553672571488
574,0.8188552985723425
575,0.8181534085976786
576,0.817449692641694
577,0.8167441459845305
578,0.8160367638777067
579,0.8153275415438878
580,0.8146164741766521
581,0.8139035569402556
582,0.8131887849693944
583,0.8124721533689632
584,0.8117536572138127
585,0.8110332915485037
586,0.8103110513870585
587,0.80958693171271
588,0.8088609274776474
589,0.8081330336027602
590,0.8074032449773781
591,0.8066715564590089
592,0.8059379628730738
593,0.8052024590126388
594,0.8044650396381436
595,0.8037256994771288
596,0.8029844332239574
597,0.8022412355395352
598,0.8014961010510282
599,0.8007490243515755
600,0.8
601,0.7992490225205159
602,0.798496086402432
603,0.7977411860998528
604,0.7969843160313759
605,0.7962254705797849
606,0.795464644091741
607,0.7947018308774683
608,0.7939370252104382
609,0.7931702213270491
610,0.7924014134263012
611,0.79163059566947
612,0.790857762179774
613,0.7900829070420394
614,0.7893060243023615
615,0.7885271079677604
616,0.787746152005835
617,0.786963150344411
618,0.7861780968711861
619,0.7853909854333699
620,0.7846018098373213
621,0.7838105638481789
622,0.78301724118949
623,0.7822218355428338
624,0.781424340547439
625,0.7806247497997998
626,0.7798230568532839
627,0.7790192552177385
628,0.7782133383590903
629,0.7774052996989409
630,0.7765951326141569
631,0.7757828304364566
632,0.7749683864519894
633,0.7741517939009118
634,0.7733330459769582
635,0.7725121358270044
636,0.7716890565506291
637,0.7708638011996671
638,0.7700363627777588
639,0.7692067342398922
640,0.7683749084919418
641,0.7675408783902001
642,0.766704636740903
643,0.7658661762997502
644,0.7650254897714193
645,0.7641825698090737
646,0.7633374090138646
647,0.7624899999344255
648,0.761640335066362
649,0.7607884068517343
650,0.7599342076785331
651,0.7590777298801488
652,0.7582189657348332
653,0.7573579074651561
654,0.7564945472374537
655,0.7556288771612689
656,0.7547608892887866
657,0.7538905756142599
658,0.753017928073429
659,0.7521429385429341
660,0.751265598839718
661,0.7503859007204228
662,0.7495038358807778
663,0.7486193959549806
664,0.7477325725150671
665,0.7468433570702762
666,0.7459517410664044
667,0.745057715885152
668,0.744161272843461
669,0.7432624031928428
670,0.7423610981186987
671,0.7414573487396292
672,0.7405511461067359
673,0.739642481202912
674,0.7387313449421244
675,0.7378177281686853
676,0.736901621656514
677,0.7359830161083882
678,0.7350619021551859
679,0.734138270355115
680,0.7332121111929344
681,0.7322834150791617
682,0.7313521723492726
683,0.7304183732628856
684,0.729482008002939
685,0.7285430666748535
686,0.7276015393056834
687,0.7266574158432569
688,0.7257106861553025
689,0.7247613400285642
690,0.7238093671679029
691,0.7228547571953856
692,0.7218974996493616
693,0.7209375839835236
694,0.7199749995659571
695,0.7190097356781756
696,0.7180417815141401
697,0.7170711261792655
698,0.7160977586894125
699,0.7151216679698638
700,0.714142842854285
701,0.7131612720836712
702,0.7121769443052759
703,0.7111898480715259
704,0.7101999718389181
705,0.7092073039669008
706,0.7082118327167374
707,0.7072135462503529
708,0.7062124326291629
709,0.7052084798128848
710,0.7042016756583303
711,0.7031920079181788
712,0.7021794642397341
713,0.7011640321636585
714,0.7001456991226898
715,0.6991244524403363
716,0.6981002793295531
717,0.6970731668913961
718,0.696043102113655
719,0.6950100718694658
720,0.6939740629158989
721,0.6929350618925268
722,0.6918930553199677
723,0.6908480295984059
724,0.6897999710060883
725,0.6887488656977956
726,0.6876946997032913
727,0.686637458925742
728,0.6855771291401136
729,0.6845136959915411
730,0.6834471449936711
731,0.6823774615269764
732,0.6813046308370434
733,0.680228638032831
734,0.6791494680848981
735,0.6780671058236051
736,0.6769815359372809
737,0.6758927429703622
738,0.6748007113214983
739,0.6737054252416259
740,0.6726068688320095
741,0.6715050260422478
742,0.6703998806682471
743,0.6692914163501575
744,0.6681796165702752
745,0.6670644646509062
746,0.6659459437521938
747,0.6648240368699074
748,0.663698726833192
749,0.6625699963022774
750,0.6614378277661477
751,0.660302203540167
752,0.6591631057636647
753,0.6580205163974753
754,0.6568744172214351
755,0.6557247898318319
756,0.6545716156388085
757,0.6534148758637195
758,0.6522545515364382
759,0.6510906234926134
760,0.6499230723708769
761,0.6487518786099968
762,0.6475770224459789
763,0.6463984839091131
764,0.6452162428209631
765,0.6440302787913004
766,0.6428405712149786
767,0.6416470992687492
768,0.640449841908014
769,0.6392487778635169
770,0.6380438856379708
771,0.6368351435026178
772,0.635622529493724
773,0.6344060214090027
774,0.6331855968039704
775,0.6319612329882269
776,0.6307329070216648
777,0.6295005957105998
778,0.6282642756038258
779,0.6270239229885891
780,0.6257795138864807
781,0.6245310240492462
782,0.6232784289545082
783,0.6220217038014028
784,0.620760823506123
785,0.619495762697373
786,0.6182264957117255
787,0.6169529965888811
788,0.6156752390668314
789,0.6143931965769153
790,0.6131068422387733
791,0.6118161488551932
792,0.6105210889068452
793,0.6092216345469028
794,0.6079177575955486
795,0.6066094295343587
796,0.6052966215005665
797,0.6039793042811981
798,0.6026574483070793
799,0.6013310236467099
800,0.6000000000000001
801,0.5986643466918671
802,0.5973240326656881
803,0.5959790264766035
804,0.5946292962846684
805,0.5932748098478479
806,0.5919155345148495
807,0.5905514372177924
808,0.5891824844647031
809,0.5878086423318393
810,0.58642987645583
811,0.5850461520256329
812,0.5836574337742988
813,0.5822636859705403
814,0.5808648724100985
815,0.5794609564069007
816,0.578051900784004
817,0.5766376678643185
818,0.5752182194611016
819,0.5737935168682197
820,0.5723635208501675
821,0.5709281916318375
822,0.5694874888880354
823,0.5680413717327286
824,0.5665897987080247
825,0.5651327277728657
826,0.5636701162914352
827,0.5622019210212644
828,0.5607280981010316
829,0.5592486030380408
830,0.5577633906953736
831,0.5562724152787014
832,0.5547756303227459
833,0.5532729886773797
834,0.5517644424933525
835,0.55024994320763
836,0.5487294415283365
837,0.5472028874192826
838,0.5456702300840682
839,0.544131417949745
840,0.5425863986500213
841,0.5410351190079995
842,0.5394775250184201
843,0.5379135618294077
844,0.5363431737236898
845,0.5347663040992766
846,0.5331828954495821
847,0.5315928893429632
848,0.5299962264016604
849,0.528392846280114
850,0.526782687642637
851,0.5251656881404192
852,0.5235417843878366
853,0.5219109119380434
854,0.5202730052578166
855,0.5186279977016283
856,0.5169758214849124
857,0.5153164076565
858,0.5136496860701855
859,0.5119755853553957
860,0.5102940328869229
861,0.5086049547536869
862,0.506908275726487
863,0.5052039192247029
864,0.5034918072819061
865,0.501771860510332
866,0.5000439980641703
867,0.498308137601625
868,0.4965641952456903
869,0.494812085543593
870,0.4930517214248421
871,0.4912830141578273
872,0.4895058733049074
873,0.48772020667591776
874,0.4859259202800361
875,0.4841229182759271
876,0.48231110292009677
877,0.4804903745133717
878,0.4786606313454241
879,0.4768217696372514
880,0.4749736834815167
881,0.4731162647806562
882,0.4712494031826459
883,0.4693729860143212
884,0.4674868982121318
885,0.4655910222502148
886,0.4636852380656517
887,0.46176942298077733
888,0.4598434516223972
889,0.4579071958377592
890,0.45596052460712
891,0.45400330395273564
892,0.45203539684409677
893,0.4500566630992147
894,0.44806695928175744
895,0.4460661385938187
896,0.4440540507640935
897,0.442030541931211
898,0.4399954545219757
899,0.43794862712423255
900,0.43588989435406744
901,0.43381908671703245
902,0.4317360304630597
903,0.4296405474347131
904,0.4275324549083963
905,0.42541156542811576
906,0.42327768663136484
907,0.42113062106667126
908,0.41897016600230647
909,0.41679611322563975
910,0.41460824883255765
911,0.4124063530063525
912,0.4101901997854167
913,0.40795955681905544
914,0.4057141851106516
915,0.40345383874738383
916,0.40117826461561945
917,0.3988872021010451
918,0.3965803827725219
919,0.39425753004857117
920,0.3919183588453083
921,0.3895625752045495
922,0.38718987590070103
923,0.3847999480249447
924,0.38239246854508
925,0.3799671038392668
926,0.37752350920174504
927,0.3750613283184498
928,0.3725801927102406
929,0.37007972114126986
930,0.36755951898978195
931,0.3650191775783841
932,0.3624582734605458
933,0.3598763676597837
934,0.35727300485762964
935,0.35464771252610694
936,0.3520000000000003
937,0.34932935748373656
938,0.3466352549871407
939,0.3439171411837452
940,0.3411744421846397
941,0.3384065602200998
942,0.3356128722203604
943,0.3327927282859408
944,0.3299454500368206
945,0.3270703288285257
946,0.3241666238217623
947,0.321233559890619
948,0.3182703253525221
949,0.31527606950100134
950,0.31224989991992014
951,0.309190879555009
952,0.30609802351534404
953,0.30297029557367533
954,0.29980660433019163
955,0.29660579899927786
956,0.2933666647729423
957,0.29008791770771836
958,0.2867681990737466
959,0.2834060690952117
960,0.27999999999999986
961,0.27654836828301815
962,0.2730494460715866
963,0.26950139146208524
964,0.26590223767392446
965,0.26224988083886736
966,0.2585420662097374
967,0.25477637253089236
968,0.2509501942617302
969,0.24706072128122686
970,0.24310491562286443
971,0.2390794846907613
972,0.23498085028359236
973,0.2308051125950202
974,0.2265480081572114
975,0.22220486043288934
976,0.21777052142105974
977,0.21323930219356904
978,0.20860488968382362
979,0.20386024624727628
980,0.1989974874213242
981,0.1940077318046889
982,0.18888091486436642
983,0.1836055554715057
984,0.178168459610561
985,0.1725543392673743
986,0.1667453147767575
987,0.16072025385743993
988,0.15445387661046217
989,0.14791551642745215
990,0.14106735979665974
991,0.13386186910393952
992,0.12623787070447667
993,0.11811435137188096
994,0.10938007131100293
995,0.09987492177719123
996,0.08935323161475528
997,0.07740155037206993
998,0.06321392251711642
999,0.04471017781221601
