x,y
-5.0,0.0
-4.9,0.9949874371066174
-4.800000000000001,1.3999999999999977
-4.7,1.7058722109231972
-4.6000000000000005,1.9595917942265415
-4.5,2.179449471770337
-4.4,2.374868417407583
-4.3,2.551470164434615
-4.2,2.7129319932501073
-4.1000000000000005,2.861817604250836
-4.0,3.0
-3.9000000000000004,3.128897569432403
-3.8000000000000003,3.249615361854384
-3.7,3.363034344160047
-3.6,3.4698703145794942
-3.5,3.570714214271425
-3.4000000000000004,3.6660605559646715
-3.3000000000000003,3.7563279941985894
-3.2,3.841874542459709
-3.1,3.923009049186606
-3.0,4.0
-2.9000000000000004,4.0730823708832595
-2.8000000000000003,4.142463035441596
-2.7,4.208325082500163
-2.6,4.2708313008125245
-2.5,4.330127018922194
-2.4000000000000004,4.386342439892261
-2.3000000000000003,4.439594576084623
-2.2,4.48998886412873
-2.1,4.537620521815371
-2.0,4.58257569495584
-1.9000000000000001,4.624932431938871
-1.8,4.66476151587624
-1.7000000000000002,4.702127178203499
-1.6,4.737087712930804
-1.5,4.769696007084728
-1.4000000000000001,4.8
-1.3,4.828043081829324
-1.2000000000000002,4.853864439804639
-1.1,4.877499359302879
-1.0,4.898979485566356
-0.9,4.9183330509431755
-0.8,4.935585071701226
-0.7000000000000001,4.950757517794625
-0.6000000000000001,4.963869458396343
-0.5,4.9749371855331
-0.4,4.983974317750845
-0.30000000000000004,4.990991885387112
-0.2,4.995998398718719
-0.1,4.998999899979995
0.0,5.0
0.0,5.0
0.1,4.998999899979995
0.2,4.995998398718719
0.30000000000000004,4.990991885387112
0.4,4.983974317750845
0.5,4.9749371855331
0.6000000000000001,4.963869458396343
0.7000000000000001,4.950757517794625
0.8,4.935585071701226
0.9,4.9183330509431755
1.0,4.898979485566356
1.1,4.877499359302879
1.2000000000000002,4.853864439804639
1.3,4.828043081829324
1.4000000000000001,4.8
1.5,4.769696007084728
1.6,4.737087712930804
1.7000000000000002,4.702127178203499
1.8,4.66476151587624
1.9000000000000001,4.624932431938871
2.0,4.58257569495584
2.1,4.537620521815371
2.2,4.48998886412873
2.3000000000000003,4.439594576084623
2.4000000000000004,4.386342439892261
2.5,4.330127018922194
2.6,4.2708313008125245
2.7,4.208325082500163
2.8000000000000003,4.142463035441596
2.9000000000000004,4.0730823708832595
3.0,4.0
3.1,3.923009049186606
3.2,3.841874542459709
3.3000000000000003,3.7563279941985894
3.4000000000000004,3.6660605559646715
3.5,3.570714214271425
