x,y
-6.0,0.0
-5.3999999999999995,2.6153393661244055
-4.8,3.6
-4.2,4.28485705712571
-3.5999999999999996,4.800000000000001
-3.0,5.196152422706632
-2.4,5.499090833947008
-1.7999999999999998,5.7236352085016735
-1.2,5.878775382679628
-0.6,5.96992462263972
0.0,6.0
0.0,6.0
0.6,5.96992462263972
1.2,5.878775382679628
1.7999999999999998,5.7236352085016735
2.4,5.499090833947008
3.0,5.196152422706632
3.5999999999999996,4.800000000000001
4.2,4.28485705712571
4.8,3.6
5.3999999999999995,2.6153393661244055
6.0,0.0
6.0,-0.0
5.3999999999999995,-2.6153393661244055
4.8,-3.6
4.2,-4.28485705712571
3.5999999999999996,-4.800000000000001
3.0,-5.196152422706632
2.4,-5.499090833947008
1.7999999999999998,-5.7236352085016735
1.2,-5.878775382679628
0.6,-5.96992462263972
0.0,-6.0
0.0,-6.0
-0.6,-5.96992462263972
-1.2,-5.878775382679628
-1.7999999999999998,-5.7236352085016735
-2.4,-5.499090833947008
-3.0,-5.196152422706632
-3.5999999999999996,-4.800000000000001
-4.2,-4.28485705712571
-4.8,-3.6
-5.3999999999999995,-2.6153393661244055
-6.0,-0.0
